"dt","region_code","operation_type","org_count","assortment","count_brand","cnt"
2022-09-15,"02",Возврат,5,6,3,6
2022-07-05,"50",Возврат,6,180,5,856
2022-10-09,"51",Возврат,1,1,1,1
2022-05-27,"32",Перемаркировка,1,1,1,1
2022-11-21,"43",Перемаркировка,1,12,1,63
2022-04-07,"74",РФ,1,1,1,50
2022-10-24,"23",Возврат,1,38,24,44
2022-03-22,"71",Возврат,1,1,1,1
2022-11-18,"63",Возврат,1,2,1,2
2022-01-29,"34",Маркировка остатков,1,2,1,2
2021-12-23,"12",Перемаркировка,1,1,1,3000
2022-05-17,"43",Возврат,3,3,3,3
2022-11-14,"64",Перемаркировка,2,2,1,3
2022-08-21,"42",Возврат,2,5,1,5
2022-05-25,"10",Возврат,1,1,1,1
2022-04-13,"77",Принято от физического лица,1,2,1,40
2022-06-11,"23",Маркировка остатков,1,1,1,1
2022-04-07,"16",Маркировка остатков,1,1,1,1
2022-01-10,"61",Маркировка остатков,1,1,1,2
2022-07-31,"57",Перемаркировка,1,1,1,1
2022-04-27,"76",Маркировка остатков,2,2,2,2
2022-02-17,"29",Маркировка остатков,1,2,2,2
2021-12-06,"54",Перемаркировка,3,11,6,210
2022-06-29,"59",Перемаркировка,1,1,1,1
2022-07-02,"53",Перемаркировка,1,1,1,1
2021-12-04,"72",Маркировка остатков,3,3,3,4
2022-01-28,"77",Маркировка остатков,4,18,7,47
2022-03-30,"53",Перемаркировка,1,3,3,8
2022-04-29,"78",Маркировка остатков,1,1,1,1
2022-04-25,"38",Импорт. Не ЕАЭС,1,1,1,9
2021-12-16,"66",Перемаркировка,2,49,31,86
2022-04-03,"91",Маркировка остатков,1,16,10,27
2022-09-15,"65",Перемаркировка,1,1,1,3
2022-06-10,"31",Маркировка остатков,1,1,1,1
2022-11-04,"66",Перемаркировка,3,20,16,53
2022-09-14,"77",Маркировка остатков,3,5,3,5
2022-04-29,"63",Маркировка остатков,2,3,1,3
2022-05-08,"55",Возврат,2,7,3,7
2022-08-12,"54",Возврат,1,1,1,1
2022-03-12,"65",Перемаркировка,1,1,1,2
2022-07-25,"66",Маркировка остатков,1,3,3,3
2022-07-08,"51",Перемаркировка,1,12,12,15
2022-11-09,"66",Импорт. Не ЕАЭС,2,37,5,56784
2022-01-29,"57",Возврат,1,1,1,1
2022-10-02,"47",Возврат,1,1,1,1
2022-02-01,"77",Импорт. ЕАЭС,2,72,2,3647
2022-04-09,"22",Возврат,1,1,1,1
2022-09-16,"23",Возврат,2,53,31,73
2022-03-12,"15",РФ,1,1,1,1500
2022-06-24,"50",Перемаркировка,2,16,5,272
2022-02-20,"20",Маркировка остатков,1,1,1,1
2022-05-28,"77",Перемаркировка,8,32,13,1102
2022-06-02,"77",Импорт. Не ЕАЭС,8,52,9,3974
2022-08-20,"63",Возврат,1,1,1,1
2022-05-24,"31",Возврат,1,1,1,1
2022-05-16,"62",Возврат,1,1,1,1
2022-11-05,"77",РФ,1,100,1,286
2022-09-27,"63",Возврат,1,2,1,2
2022-08-24,"71",Маркировка остатков,1,1,1,1
2022-03-14,"54",Перемаркировка,3,5,5,167
2021-12-16,"67",Импорт. ЕАЭС,1,266,2,959
2022-08-17,"23",Возврат,3,48,28,65
2022-05-29,"46",Возврат,1,2,1,2
2022-11-05,"47",Возврат,1,1,1,1
2022-01-28,"92",Возврат,1,1,1,1
2021-12-01,"86",Маркировка остатков,1,1,1,1
2022-02-28,"57",Возврат,1,1,1,1
2021-12-06,"23",Маркировка остатков,1,2,1,2
2022-08-13,"91",Возврат,1,2,2,2
2022-10-29,"58",Маркировка остатков,1,1,1,1
2022-09-06,"33",РФ,1,2,1,135
2022-04-12,"55",Возврат,5,15,7,27
2021-12-18,"43",Маркировка остатков,1,2,1,30
2022-09-19,"54",Возврат,1,1,1,1
2022-11-10,"38",Маркировка остатков,1,1,1,1
2022-01-08,"74",Маркировка остатков,2,2,2,2
2022-09-15,"19",Перемаркировка,1,3,3,3
2022-03-28,"62",Перемаркировка,1,1,1,1
2022-03-16,"39",Возврат,1,1,1,1
2022-01-28,"77",РФ,4,31,5,26409
2022-06-14,"28",Возврат,1,1,1,1
2022-04-13,"50",РФ,6,108,12,160736
2022-07-27,"18",Перемаркировка,1,44,30,115
2022-05-13,"63",Перемаркировка,1,1,1,1
2021-12-18,"58",Маркировка остатков,1,2,1,9
2022-04-27,"32",Маркировка остатков,1,1,1,1
2022-11-10,"23",Маркировка остатков,2,2,2,2
2022-07-23,"37",Маркировка остатков,1,1,1,2
2022-04-07,"52",Маркировка остатков,1,1,1,1
2021-12-06,"38",Маркировка остатков,1,5,2,5
2022-10-29,"43",Маркировка остатков,1,1,1,1
2022-02-07,"47",Маркировка остатков,1,1,1,1
2021-11-28,"42",Маркировка остатков,2,3,2,4
2022-02-19,"27",Маркировка остатков,1,1,1,2
2022-03-29,"74",РФ,1,1,1,675
2022-01-11,"22",Маркировка остатков,2,2,2,3
2022-01-14,"87",Маркировка остатков,1,1,1,1
2022-05-25,"91",Перемаркировка,1,27,16,4207
2022-09-21,"08",Возврат,1,1,1,1
2022-03-09,"13",Перемаркировка,1,1,1,2
2022-07-31,"10",Маркировка остатков,1,1,1,1
2022-02-15,"78",Импорт. Не ЕАЭС,1,4,1,40
2022-03-04,"34",Перемаркировка,1,1,1,5
2021-12-12,"58",Возврат,1,2,1,3
2022-02-04,"78",Перемаркировка,3,230,87,489
2022-09-08,"47",Маркировка остатков,1,1,1,1
2022-07-30,"26",Возврат,3,4,4,4
2022-01-11,"39",Маркировка остатков,2,5,5,12
2022-05-21,"53",Маркировка остатков,2,3,2,3
2022-06-20,"74",Возврат,1,1,1,1
2022-03-30,"33",Маркировка остатков,2,2,1,2
2021-11-28,"59",Маркировка остатков,1,1,1,2
2021-11-26,"36",Возврат,2,2,2,2
2022-08-27,"27",Маркировка остатков,1,1,1,1
2022-02-15,"25",Возврат,6,14,11,14
2022-08-18,"78",Перемаркировка,3,43,22,72
2022-09-05,"66",Возврат,1,42,32,45
2022-08-23,"78",Импорт. Не ЕАЭС,1,12,2,5551
2022-03-29,"67",Возврат,1,1,1,1
2022-10-23,"02",Возврат,1,1,1,1
2022-03-21,"50",Возврат,4,243,6,1359
2022-08-27,"56",РФ,1,33,2,40
2022-08-28,"51",Возврат,1,1,1,1
2021-11-27,"26",РФ,1,3,1,4
2021-12-29,"41",Возврат,1,1,1,1
2022-04-07,"02",Перемаркировка,1,1,1,5
2022-03-14,"10",Маркировка остатков,1,1,1,1
2022-03-18,"52",Возврат,3,4,3,4
2022-08-07,"11",Возврат,1,1,1,1
2021-12-03,"75",Маркировка остатков,1,1,1,3
2022-11-19,"42",Возврат,1,2,1,2
2022-07-16,"43",Возврат,2,2,2,2
2022-06-02,"50",Маркировка остатков,3,4,2,4
2022-10-20,"42",Возврат,3,3,3,3
2022-03-31,"59",Перемаркировка,5,259,105,503
2022-06-28,"78",РФ,4,79,4,5619
2022-11-11,"24",Маркировка остатков,1,1,1,1
2022-02-12,"52",Возврат,2,2,1,2
2022-04-28,"50",Возврат,5,106,6,4494
2022-08-02,"51",Возврат,1,1,1,1
2022-06-15,"34",Возврат,1,1,1,1
2022-08-10,"66",Возврат,1,88,54,104
2022-05-06,"67",Возврат,1,1,1,1
2022-07-27,"23",Импорт. Не ЕАЭС,1,4,1,38
2022-03-13,"25",Возврат,3,3,3,3
2022-04-21,"33",Перемаркировка,1,1,1,1
2022-02-05,"16",Маркировка остатков,4,4,3,4
2022-05-11,"16",РФ,1,26,6,3120
2021-12-26,"36",Возврат,3,3,3,3
2022-02-17,"76",Маркировка остатков,2,2,2,2
2022-09-02,"26",Возврат,2,2,2,3
2021-12-17,"44",Маркировка остатков,2,22,11,64
2022-01-21,"23",Импорт. Не ЕАЭС,1,4,1,32
2022-09-04,"26",РФ,1,32,1,296
2022-01-06,"56",РФ,1,44,1,135
2021-12-05,"24",Маркировка остатков,2,2,2,2
2022-01-11,"58",Возврат,3,6,2,7
2022-05-31,"22",РФ,1,56,1,56
2022-05-22,"09",Возврат,1,1,1,1
2022-06-25,"16",Перемаркировка,1,19,13,40
2022-10-21,"32",Импорт. ЕАЭС,1,1,1,1
2022-07-08,"16",Импорт. Не ЕАЭС,1,2,1,8
2022-09-06,"16",Маркировка остатков,1,2,1,2
2022-05-23,"02",Маркировка остатков,1,1,1,1
2022-01-09,"68",Маркировка остатков,1,1,1,1
2022-08-25,"76",Маркировка остатков,1,1,1,1
2022-09-06,"32",Маркировка остатков,1,1,1,1
2022-05-23,"26",Маркировка остатков,1,1,1,1
2022-01-04,"54",Перемаркировка,2,3,3,4
2022-05-28,"53",Перемаркировка,1,6,6,6
2022-05-31,"59",Перемаркировка,1,1,1,76
2022-07-15,"52",Возврат,1,1,1,1
2022-10-19,"53",Возврат,1,1,1,1
2022-11-16,"37",Маркировка остатков,1,1,1,1
2022-11-18,"22",Перемаркировка,1,4,2,65
2021-12-15,"31",Маркировка остатков,2,4,1,4
2022-02-09,"23",РФ,1,2,1,16
2022-04-27,"16",Маркировка остатков,1,2,2,2
2021-11-27,"61",Маркировка остатков,1,1,1,3
2021-12-17,"10",Возврат,1,1,1,1
2021-11-24,"12",Перемаркировка,1,1,1,1000
2022-02-11,"43",Возврат,3,2,2,7
2022-02-05,"29",Маркировка остатков,1,2,2,2
2022-04-07,"76",Маркировка остатков,1,1,1,1
2022-10-12,"64",Перемаркировка,1,1,1,1
2022-06-28,"38",Перемаркировка,1,1,1,1
2022-03-21,"16",РФ,1,2,1,17280
2021-11-22,"50",Возврат,6,190,6,717
2022-03-17,"91",Маркировка остатков,1,22,17,43
2022-06-09,"64",РФ,1,1,1,1
2022-08-24,"05",Возврат,3,3,2,3
2022-04-15,"18",Возврат,1,1,1,1
2022-08-11,"77",Возврат,21,261,58,740
2022-06-16,"25",Возврат,2,2,2,2
2022-10-17,"38",Возврат,3,4,1,4
2022-07-13,"39",Возврат,1,1,1,1
2022-07-16,"58",Перемаркировка,1,2,2,45
2022-06-09,"78",РФ,1,78,3,434
2022-10-12,"23",Импорт. Не ЕАЭС,1,4,1,15
2022-02-13,"28",Возврат,1,1,1,1
2022-03-01,"66",Перемаркировка,7,92,20,448
2022-04-18,"61",Перемаркировка,2,9,3,14
2022-01-08,"50",Маркировка остатков,4,6,4,8
2022-02-03,"74",Возврат,2,2,2,2
2022-07-25,"42",Маркировка остатков,1,1,1,1
2022-05-21,"77",Маркировка остатков,4,12,8,16
2022-03-31,"78",Импорт. ЕАЭС,2,43,2,971
2021-12-25,"27",Возврат,1,2,2,2
2022-11-18,"66",Маркировка остатков,1,1,1,1
2021-12-02,"78",Импорт. Не ЕАЭС,2,8,2,9645
2022-04-29,"47",Маркировка остатков,1,2,2,2
2021-12-17,"34",Перемаркировка,1,1,1,2
2022-01-09,"55",Возврат,5,9,5,11
2022-10-14,"16",Возврат,4,5,5,5
2022-10-27,"64",Возврат,3,7,3,49
2022-08-27,"03",Маркировка остатков,1,1,1,2
2022-03-25,"36",Возврат,1,2,2,2
2021-12-13,"78",Перемаркировка,6,56,28,192
2022-02-07,"78",Маркировка остатков,1,1,1,2
2022-04-09,"27",Маркировка остатков,2,2,2,2
2022-05-10,"58",Возврат,1,2,1,2
2022-08-01,"33",Маркировка остатков,1,1,1,1
2022-02-06,"35",Маркировка остатков,2,2,1,2
2022-10-28,"31",Маркировка остатков,1,1,1,1
2022-11-09,"16",Возврат,1,2,2,2
2022-09-09,"56",РФ,1,30,1,33
2022-04-24,"36",Возврат,3,5,3,6
2022-06-04,"25",Маркировка остатков,1,2,2,2
2022-01-10,"65",Перемаркировка,1,1,1,2
2022-06-11,"58",Маркировка остатков,1,2,1,2
2022-09-06,"66",Перемаркировка,7,29,16,38
2022-10-30,"78",Возврат,6,38,30,40
2022-07-29,"37",Возврат,2,2,2,2
2022-10-19,"77",Импорт. ЕАЭС,2,44,3,1439
2022-04-10,"58",Возврат,1,1,1,1
2022-04-22,"51",Перемаркировка,1,1,1,2
2022-09-01,"66",Импорт. Не ЕАЭС,1,16,1,28176
2022-01-20,"15",РФ,1,2,2,32262
2022-04-28,"40",Маркировка остатков,1,1,1,1
2022-01-13,"26",РФ,1,6,1,17499
2022-02-17,"52",Маркировка остатков,1,1,1,1
2021-12-14,"55",Возврат,8,12,8,13
2022-10-26,"78",Перемаркировка,3,47,29,122
2021-12-22,"67",Возврат,2,2,2,2
2022-02-16,"34",Возврат,1,1,1,1
2022-10-21,"77",РФ,4,77,5,8864
2022-09-23,"05",Возврат,1,1,1,1
2022-11-20,"38",Возврат,2,5,1,6
2022-07-12,"25",Возврат,2,2,2,2
2022-09-06,"77",Возврат,21,295,57,1995
2022-10-16,"24",Возврат,4,4,4,4
2022-07-28,"91",Маркировка остатков,2,2,2,2
2022-06-10,"45",Перемаркировка,1,8,5,19
2022-11-07,"34",Перемаркировка,1,2,1,2
2022-08-16,"26",РФ,1,6,1,30
2022-04-21,"50",Импорт. Не ЕАЭС,1,1,1,200
2022-05-05,"16",Перемаркировка,1,43,25,97
2022-02-08,"03",Возврат,1,1,1,1
2022-04-08,"50",Перемаркировка,1,7,1,9
2021-12-30,"50",Возврат,9,49,14,94
2022-01-28,"53",Маркировка остатков,1,2,1,2
2021-11-28,"66",Маркировка остатков,2,33,1,38
2022-03-30,"77",Перемаркировка,10,72,34,3600
2021-12-04,"56",Маркировка остатков,1,1,1,2
2022-10-04,"50",Маркировка остатков,1,1,1,1
2022-03-17,"43",Возврат,1,1,1,1
2022-03-20,"77",РФ,2,6,2,14
2022-07-15,"22",РФ,1,4,1,27
2022-06-12,"44",Маркировка остатков,1,2,1,3
2022-03-04,"31",Возврат,1,1,1,1
2022-04-06,"71",Маркировка остатков,1,2,2,2
2021-12-02,"43",Перемаркировка,3,8,4,13
2022-06-11,"52",Возврат,2,2,2,2
2022-03-13,"33",Маркировка остатков,3,3,2,6
2022-07-25,"59",Маркировка остатков,1,1,1,1
2022-04-26,"50",РФ,7,111,9,154725
2022-07-02,"24",Маркировка остатков,1,1,1,1
2022-04-26,"11",Маркировка остатков,1,1,1,1
2022-03-25,"77",Импорт. Не ЕАЭС,9,109,8,37978
2022-11-18,"53",Возврат,1,4,4,4
2021-12-16,"36",Маркировка остатков,1,1,1,21
2022-02-19,"03",Маркировка остатков,1,1,1,12
2022-08-25,"16",Маркировка остатков,1,3,1,6
2022-07-01,"67",Маркировка остатков,1,1,1,1
2022-10-20,"72",Возврат,2,2,2,2
2022-08-15,"77",Принято от физического лица,1,150,64,763
2022-07-16,"73",Возврат,2,2,2,2
2022-08-02,"61",Возврат,3,3,3,3
2022-06-07,"16",Импорт. Не ЕАЭС,1,1,1,1
2022-05-27,"16",Перемаркировка,2,4,4,6
2022-02-14,"15",РФ,1,4,3,24800
2021-12-05,"44",Маркировка остатков,1,1,1,1
2022-09-02,"16",Возврат,1,4,3,5
2022-10-14,"77",РФ,6,80,6,33309
2022-02-23,"23",Импорт. Не ЕАЭС,1,4,1,130
2021-12-17,"24",Маркировка остатков,4,6,4,6
2022-02-04,"55",Возврат,3,11,6,13
2022-03-16,"21",Маркировка остатков,1,2,1,3
2022-02-17,"16",Маркировка остатков,2,2,1,2
2022-09-18,"78",Возврат,2,82,49,88
2022-04-01,"19",Маркировка остатков,1,1,1,2
2022-08-26,"38",Возврат,4,7,3,7
2022-08-31,"23",Импорт. Не ЕАЭС,1,5,1,416
2022-05-22,"39",Возврат,1,1,1,1
2022-09-11,"23",Перемаркировка,1,1,1,1
2022-11-11,"44",Маркировка остатков,1,2,1,3
2022-07-24,"50",Маркировка остатков,3,3,1,4
2022-04-06,"35",Маркировка остатков,1,1,1,1
2022-08-02,"21",Маркировка остатков,1,1,1,1
2022-07-11,"77",Принято от физического лица,1,52,35,155
2022-10-30,"24",Маркировка остатков,1,1,1,1
2022-01-29,"10",Маркировка остатков,1,1,1,1
2021-12-15,"75",Маркировка остатков,1,1,1,4
2022-10-28,"54",РФ,1,1,1,6112
2022-05-10,"02",Перемаркировка,1,1,1,4
2022-05-01,"25",Перемаркировка,1,6,1,32
2022-05-21,"50",РФ,2,8,3,61768
2022-09-21,"38",Возврат,2,4,1,4
2022-09-18,"78",Перемаркировка,2,3,3,7
2022-06-09,"56",Маркировка остатков,1,1,1,1
2021-11-28,"39",Маркировка остатков,1,3,3,3
2022-03-30,"53",Маркировка остатков,1,1,1,1
2022-08-15,"78",Возврат,7,23,22,24
2022-05-21,"33",Маркировка остатков,2,3,2,3
2022-01-11,"59",Маркировка остатков,2,2,2,2
2022-09-08,"27",Маркировка остатков,1,2,1,2
2022-03-05,"78",Перемаркировка,4,91,37,266
2022-03-10,"55",Возврат,6,18,11,18
2022-04-08,"64",Маркировка остатков,1,1,1,1
2022-07-30,"16",Возврат,1,1,1,1
2022-03-18,"78",Импорт. Не ЕАЭС,2,20,4,7362
2022-01-28,"34",Перемаркировка,1,1,1,2
2022-10-15,"05",Возврат,1,1,1,1
2022-09-05,"56",Возврат,1,2,2,2
2021-12-21,"46",Возврат,1,2,1,2
2022-06-29,"01",Перемаркировка,1,1,1,1
2021-12-29,"71",Возврат,2,3,2,3
2022-02-07,"22",Возврат,1,1,1,1
2021-11-23,"87",Маркировка остатков,1,2,2,2
2022-07-19,"33",Возврат,1,2,1,2
2022-08-28,"61",Возврат,1,1,1,1
2022-11-13,"36",Перемаркировка,3,7,3,9
2022-02-19,"47",Маркировка остатков,1,1,1,1
2022-01-11,"42",Маркировка остатков,1,1,1,1
2022-02-07,"27",Маркировка остатков,1,1,1,1
2021-12-06,"58",Маркировка остатков,1,2,1,35
2022-06-01,"37",Маркировка остатков,1,1,1,1
2021-12-31,"43",Возврат,1,1,1,1
2021-12-18,"38",Маркировка остатков,4,4,4,4
2021-12-06,"86",Возврат,1,1,1,1
2022-09-27,"53",Возврат,1,1,1,4
2022-11-10,"43",Маркировка остатков,1,1,1,1
2022-08-27,"54",Перемаркировка,2,91,34,107
2022-02-20,"50",Возврат,2,5,3,5
2022-09-18,"56",РФ,1,45,2,60
2021-12-02,"34",Возврат,1,2,1,2
2022-11-05,"77",Возврат,24,196,81,540
2022-05-21,"25",Возврат,1,1,1,1
2022-09-19,"72",Перемаркировка,1,2,2,4
2022-08-25,"24",Возврат,3,4,3,5
2022-09-19,"64",Возврат,2,10,2,22
2021-11-25,"74",Маркировка остатков,3,5,2,68
2022-08-13,"19",Перемаркировка,1,1,1,1
2022-02-18,"11",Маркировка остатков,1,1,1,2
2022-01-08,"14",Маркировка остатков,1,1,1,1
2021-12-18,"23",Маркировка остатков,4,8,6,70
2022-03-15,"26",Маркировка остатков,2,2,1,5
2022-11-10,"58",Маркировка остатков,1,1,1,1
2021-12-06,"43",Маркировка остатков,1,11,1,15
2022-07-25,"58",Возврат,2,3,1,3
2022-10-29,"38",Маркировка остатков,1,1,1,1
2022-08-04,"22",Импорт. ЕАЭС,1,1,1,1
2021-12-21,"86",Маркировка остатков,1,1,1,2
2022-07-26,"61",Импорт. Не ЕАЭС,1,1,1,12
2022-07-02,"60",Маркировка остатков,1,1,1,2
2022-02-23,"18",Перемаркировка,1,101,38,973
2022-02-11,"54",Перемаркировка,1,3,3,3
2022-08-24,"11",Маркировка остатков,1,1,1,1
2022-07-05,"77",Импорт. Не ЕАЭС,5,15,5,213
2021-11-27,"25",Маркировка остатков,2,8,8,8
2022-07-02,"77",Перемаркировка,11,124,45,439
2021-12-11,"56",РФ,1,55,1,141
2022-07-23,"50",Перемаркировка,2,3,2,3
2022-07-12,"50",Импорт. Не ЕАЭС,1,8,1,27211
2022-02-23,"64",Перемаркировка,1,1,1,1
2022-07-14,"18",Возврат,1,2,2,2
2021-12-01,"78",Импорт. ЕАЭС,1,12,1,419
2022-06-07,"51",Перемаркировка,1,16,14,34
2022-08-01,"77",Маркировка остатков,4,5,5,6
2022-10-09,"66",Импорт. Не ЕАЭС,1,3,1,3
2022-06-17,"58",Возврат,4,9,2,9
2022-04-29,"03",Маркировка остатков,1,1,1,2
2022-02-05,"65",Перемаркировка,1,1,1,1
2022-10-06,"66",Перемаркировка,4,53,19,191
2022-02-23,"27",Возврат,2,4,4,4
2022-06-01,"36",Возврат,1,1,1,1
2022-08-12,"64",Возврат,2,2,2,2
2022-10-02,"77",Возврат,16,128,50,371
2022-09-24,"24",Возврат,1,1,1,1
2022-01-29,"67",Возврат,1,1,1,1
2022-05-17,"91",Маркировка остатков,2,18,14,22
2022-09-10,"29",Перемаркировка,1,1,1,1
2022-01-21,"50",Возврат,8,242,16,973
2022-09-21,"43",Перемаркировка,1,3,1,23
2022-09-16,"13",Возврат,1,1,1,1
2022-05-16,"52",Возврат,1,1,1,1
2022-04-15,"16",РФ,2,49,2,18047
2021-12-16,"72",Маркировка остатков,2,2,2,2
2022-02-28,"70",РФ,1,3,1,74
2022-03-13,"77",Маркировка остатков,1,9,3,10
2022-08-20,"53",Возврат,1,2,2,2
2022-08-31,"64",Перемаркировка,1,1,1,1
2022-05-02,"53",Перемаркировка,1,4,3,6
2021-11-23,"33",Возврат,1,1,1,1
2022-04-26,"22",Возврат,3,4,4,4
2022-07-22,"78",РФ,2,33,2,290
2022-07-31,"23",Возврат,2,40,25,53
2022-09-12,"63",Возврат,4,21,10,28
2021-12-04,"67",Импорт. ЕАЭС,1,111,6,13163
2022-07-18,"31",Возврат,2,2,2,2
2022-10-22,"30",Возврат,1,1,1,1
2022-04-05,"62",Возврат,2,2,2,2
2022-04-24,"35",Перемаркировка,1,4,4,5000
2022-02-10,"20",Возврат,1,1,1,1
2022-07-27,"91",Возврат,1,1,1,1
2021-11-30,"27",Перемаркировка,1,1,1,21
2022-03-28,"55",Возврат,2,4,3,5
2022-07-29,"24",Перемаркировка,1,3,3,5
2022-09-20,"33",Маркировка остатков,2,2,1,2
2022-08-08,"14",Возврат,1,1,1,1
2022-06-13,"46",Возврат,1,1,1,1
2022-05-04,"78",Перемаркировка,4,52,33,2144
2022-04-23,"27",Маркировка остатков,1,1,1,1
2022-07-30,"53",Маркировка остатков,1,1,1,2
2022-09-28,"26",РФ,1,2,2,4983
2022-10-19,"27",Перемаркировка,1,1,1,2
2022-06-16,"75",Маркировка остатков,1,1,1,1
2021-12-29,"56",РФ,1,59,1,172
2022-05-28,"28",Возврат,1,1,1,1
2022-06-24,"22",РФ,1,8,2,224
2021-12-02,"36",Маркировка остатков,1,1,1,1
2022-01-26,"33",Маркировка остатков,1,1,1,1
2022-07-15,"36",Перемаркировка,1,1,1,1
2021-12-22,"56",Маркировка остатков,1,1,1,1
2022-04-09,"89",Возврат,1,1,1,1
2022-03-19,"53",Маркировка остатков,1,1,1,1
2022-04-25,"76",Маркировка остатков,1,1,1,3
2022-10-25,"16",Перемаркировка,2,5,3,6
2022-03-17,"19",Маркировка остатков,1,1,1,3
2022-04-13,"16",Маркировка остатков,1,1,1,1
2022-03-10,"59",Перемаркировка,1,5,2,50
2022-04-06,"74",РФ,1,48,6,6589
2022-06-02,"68",Возврат,1,1,1,1
2022-10-01,"29",Возврат,1,1,1,1
2022-01-28,"39",Возврат,1,3,2,4
2022-02-17,"33",Перемаркировка,1,19,2,23
2021-11-23,"50",Маркировка остатков,10,18,8,6298
2021-11-30,"67",Маркировка остатков,1,1,1,1
2022-07-28,"19",Маркировка остатков,1,1,1,1
2022-01-24,"62",Маркировка остатков,1,3,2,5
2022-05-18,"23",Импорт. Не ЕАЭС,1,5,1,65
2022-10-17,"61",Импорт. ЕАЭС,1,54,2,3029
2022-04-23,"55",Возврат,7,10,9,10
2022-09-02,"33",Перемаркировка,1,2,2,2
2022-07-28,"54",Возврат,1,1,1,2
2022-08-03,"56",РФ,1,51,2,79
2021-12-01,"16",Импорт. Не ЕАЭС,1,2,1,3
2021-12-14,"16",Перемаркировка,10,46,22,75
2022-03-23,"22",Возврат,3,10,7,10
2022-06-14,"24",Маркировка остатков,1,2,1,2
2022-08-30,"23",Возврат,3,52,27,74
2022-02-21,"77",Импорт. ЕАЭС,1,52,1,4475
2022-02-05,"60",Возврат,1,1,1,1
2022-05-16,"41",Маркировка остатков,1,1,1,1
2022-11-08,"50",Импорт. Не ЕАЭС,2,41,2,45649
2021-12-21,"51",Маркировка остатков,1,1,1,1
2022-03-20,"54",Маркировка остатков,1,1,1,1
2022-03-11,"53",Перемаркировка,1,2,2,2
2022-11-15,"02",Возврат,1,2,1,2
2022-05-15,"50",Возврат,6,25,14,45
2022-08-19,"51",Возврат,1,1,1,1
2022-11-05,"50",Перемаркировка,1,1,1,1
2022-01-27,"34",Маркировка остатков,1,2,1,2
2022-09-25,"11",Возврат,1,1,1,1
2022-06-29,"43",Возврат,2,2,2,3
2022-10-03,"42",Возврат,3,4,2,4
2022-01-30,"91",Маркировка остатков,2,23,17,38
2022-01-26,"52",Возврат,1,7,1,8
2022-11-19,"77",Импорт. Не ЕАЭС,8,29,10,34149
2022-06-23,"66",Перемаркировка,4,25,14,40
2022-10-22,"51",Перемаркировка,1,2,2,3
2022-04-10,"27",Возврат,3,3,2,3
2022-09-17,"26",Возврат,2,2,2,2
2022-08-27,"66",Возврат,2,107,61,125
2022-02-21,"78",Маркировка остатков,3,8,7,9
2022-09-10,"03",Маркировка остатков,1,1,1,1
2022-06-15,"72",Маркировка остатков,1,1,1,1
2022-04-05,"77",Маркировка остатков,4,10,7,12
2022-08-21,"63",Маркировка остатков,2,5,1,6
2022-09-14,"33",РФ,1,2,1,60
2022-10-05,"15",РФ,1,1,1,19965
2021-12-01,"51",Перемаркировка,1,20,14,34
2022-09-16,"91",Маркировка остатков,1,1,1,1
2022-02-05,"77",РФ,1,1,1,1
2021-12-25,"58",Возврат,3,6,1,7
2022-04-05,"50",РФ,6,143,13,216685
2022-09-16,"53",Перемаркировка,1,11,7,15
2021-12-15,"50",Перемаркировка,2,77,2,169
2021-12-22,"43",Импорт. ЕАЭС,1,14,1,355
2022-02-01,"03",Маркировка остатков,2,2,2,2
2022-01-06,"77",Импорт. Не ЕАЭС,9,35,10,3257
2022-01-11,"77",Перемаркировка,14,126,62,522
2022-02-21,"63",Маркировка остатков,3,4,2,5
2022-01-13,"66",Маркировка остатков,2,2,2,3
2022-02-23,"29",Маркировка остатков,1,4,3,4
2022-02-03,"49",Маркировка остатков,1,1,1,1
2022-06-13,"23",Маркировка остатков,2,2,2,5
2022-08-23,"32",Маркировка остатков,1,1,1,1
2022-05-17,"55",Импорт. Не ЕАЭС,1,3,1,1440
2021-11-25,"58",Возврат,2,5,1,5
2022-05-12,"55",Перемаркировка,1,1,1,1
2022-09-16,"77",Принято от физического лица,1,19,19,21
2022-06-13,"38",Маркировка остатков,2,2,2,2
2022-01-07,"76",Возврат,1,3,2,3
2022-01-31,"25",Возврат,1,1,1,1
2022-06-09,"77",Принято от физического лица,1,1,1,3
2022-08-23,"29",Маркировка остатков,1,1,1,1
2022-06-25,"58",Маркировка остатков,1,1,1,2
2022-09-22,"66",Возврат,2,70,39,73
2022-02-23,"32",Маркировка остатков,1,1,1,1
2022-06-03,"74",Возврат,1,1,1,1
2022-08-14,"26",Возврат,1,2,2,2
2022-02-21,"65",Возврат,1,1,1,1
2021-12-11,"36",Возврат,1,1,1,1
2022-06-09,"57",Перемаркировка,1,1,1,1
2022-03-01,"52",Возврат,1,1,1,1
2022-05-26,"43",Возврат,2,3,3,3
2022-04-07,"50",Возврат,3,224,5,1435
2022-04-12,"11",Маркировка остатков,1,1,1,3
2022-10-08,"02",Возврат,5,6,2,6
2022-09-14,"51",Возврат,1,3,2,3
2022-10-01,"47",Перемаркировка,1,1,1,1
2022-01-21,"46",РФ,1,5,1,5
2022-06-22,"50",Возврат,7,190,7,1868
2022-04-27,"03",Возврат,1,1,1,1
2022-02-22,"20",Маркировка остатков,1,1,1,1
2022-05-01,"86",Возврат,1,1,1,1
